Date,Symbol,Open,High,Low,Close,Adj Close,Volume,VWAP
28-10-2002,TCS,36.125,36.5,35.549999,35.849998,25.5327,134504,35.96666567
29-10-2002,TCS,35.75,36.450001,35.549999,36.162498,25.755281,143024,36.054166
30-10-2002,TCS,36.5,37.4375,36.25,36.775002,26.191513,164320,36.820834
31-10-2002,TCS,37,37.5,36.799999,37.349998,26.601019,118928,37.21666567
01-11-2002,TCS,37.525002,38.150002,36.762501,36.962502,26.325054,108792,37.29166833
04-11-2002,TCS,37.5,37.5,36.950001,37.237499,26.520897,56560,37.22916667
05-11-2002,TCS,36.887501,37.325001,36.599998,36.837502,26.236019,70288,36.92083367
06-11-2002,TCS,36.837502,36.837502,36.837502,36.837502,26.236019,0,36.837502
07-11-2002,TCS,37.5,39.5,37.5,37.974998,27.046143,204880,38.32499933
08-11-2002,TCS,37.25,37.737499,37.025002,37.3125,26.57432,77664,37.35833367
11-11-2002,TCS,37.5,37.5,36.674999,36.75,26.173702,66568,36.97499967
12-11-2002,TCS,36.5,37.5,36.5,36.9375,26.307224,106864,36.97916667
13-11-2002,TCS,37.125,37.224998,36.424999,36.625,26.084671,106264,36.75833233
14-11-2002,TCS,37.200001,37.900002,36.637501,37.125,26.440769,211856,37.22083433
15-11-2002,TCS,37.950001,38.162498,37.5,37.924999,27.010546,154144,37.862499
18-11-2002,TCS,38.25,38.737499,37.837502,38.3125,27.286522,217672,38.29583367
19-11-2002,TCS,38.3125,38.3125,38.3125,38.3125,27.286522,0,38.3125
20-11-2002,TCS,38.25,39.875,38.25,39.575001,28.18569,406128,39.23333367
21-11-2002,TCS,40.3125,44.724998,40.3125,43,30.625,2664024,42.679166
22-11-2002,TCS,41.387501,45.174999,41.387501,42.337502,30.153183,1184016,42.96666733
25-11-2002,TCS,42.75,43.200001,41.75,42.262501,30.099754,428920,42.40416733
26-11-2002,TCS,42.625,43.450001,41.775002,42.012501,29.921709,367496,42.41250133
27-11-2002,TCS,42.75,42.75,40.887501,41.125,29.289618,301128,41.58750033
28-11-2002,TCS,41.525002,43.724998,41.512501,42.799999,30.482557,447680,42.679166
29-11-2002,TCS,42.799999,42.799999,42.799999,42.799999,30.482557,0,42.799999
02-12-2002,TCS,44.875,49,44.474998,47.387501,33.749825,1388680,46.95416633
